OverallQual,ExterQual,GarageValue,GrLivArea,GarageAge,KitchenQual,FullBath,BsmtQual,BathValue,HouseAge,YearBuilt,GarageCars,Oldness,GarageFinish,GarageArea,KitchenValue,ExterValue,FireplaceValue,FireplaceQu,Foundation_PConc,OverallValue,GarageYrBlt,TotalBsmtSF,BsmtValue,Fireplaces,TotalSF,1stFlrSF,RemodAge,YearRemodAdd,OpenPorchSF,Neighborhood_2,HeatingQC,GarageType_Attchd,TotRmsAbvGrd,MSSubClass_60,LotArea,2ndFlrSF,GarageType_Detchd,Foundation_CBlock,Exterior2nd_VinylSd,SalePrice
1.0,1.0,0.9250068175620398,0.16994978756276555,,1.0,0.0,0.0,0.0,-0.717391304347826,0.717391304347826,1.0,-0.6944444444444444,0.0,1.4244306418219461,0.0,1.0,0.5,0.5,1.0,0.5,0.6744186046511628,1.1592039800995024,0.1874057380104484,0.0,0.5904017556009247,0.9563082965144821,-0.32432432432432434,0.32432432432432434,1.161764705882353,1.0,0.0,0.0,0.5,0.0,0.6122776679841897,0.0,0.0,0.0,1.0,12.354496960983985
0.5,1.0,0.20507226615762203,-0.0772499034376207,,1.0,0.0,0.0,0.0,-0.6304347826086957,0.6739130434782609,0.0,-0.5833333333333334,0.0,0.057971014492753624,0.0,1.0,-0.5,-0.5,1.0,0.0,0.627906976744186,0.8407960199004975,0.04794100274685889,-1.0,-0.11480658710101004,0.6421207658321061,-0.21621621621621623,0.2702702702702703,1.1764705882352942,0.0,0.0,0.0,0.0,0.0,-0.17428359683794467,0.0,0.0,0.0,1.0,12.130815551850676
0.5,1.0,0.7112080719934551,0.574739281575898,,1.0,0.0,0.0,0.0,-0.717391304347826,0.6739130434782609,0.0,-0.7129629629629629,1.0,0.016563146997929608,0.0,1.0,0.5,0.5,1.0,0.0,0.627906976744186,1.7283582089552239,0.4366989522941147,0.0,0.13211076834522037,1.470790378006873,-0.35135135135135137,0.2972972972972973,0.11764705882352941,0.0,0.0,0.0,1.0,0.0,-0.09350296442687747,0.0,0.0,0.0,1.0,12.28690580994122
0.0,1.0,0.0872647941096264,-0.23174971031286212,,1.0,0.0,0.0,0.0,-0.7391304347826086,0.717391304347826,0.0,-0.7222222222222222,0.0,-0.16563146997929606,0.0,1.0,0.5,0.5,1.0,-0.5,0.6744186046511628,0.6417910447761194,-0.03922445679288455,0.0,-0.055177313894609996,0.44575355915562104,-0.35135135135135137,0.32432432432432434,-0.04411764705882353,0.0,-0.5,0.0,0.0,0.0,-0.039896245059288536,0.0,0.0,0.0,1.0,12.080696479888445
0.5,0.0,-0.20289064630488138,0.12823483970645036,,1.0,0.0,0.0,0.6,-0.7391304347826086,0.782608695652174,0.0,-0.7222222222222222,-1.0,0.5548654244306418,0.0,0.0,-0.5,-0.5,1.0,0.0,0.7441860465116279,-0.46865671641791046,-0.5256077210246529,-1.0,-0.13887414895626277,-0.6342660775650466,-0.35135135135135137,0.40540540540540543,0.29411764705882354,1.0,0.0,0.0,0.5,1.0,-0.20713932806324112,1.0755494505494505,0.0,0.0,1.0,12.279327754099118
1.0,1.0,0.9293700572675211,0.2966396292004635,,1.0,0.0,0.0,0.0,-0.7391304347826086,0.717391304347826,1.0,-0.7222222222222222,0.0,1.4327122153209109,0.0,1.0,-0.5,-0.5,1.0,0.5,0.6744186046511628,1.3223880597014925,0.2588814148330379,-1.0,0.45364116308561275,1.1173294059891998,-0.35135135135135137,0.32432432432432434,1.7794117647058822,1.0,0.0,0.0,0.5,0.0,0.3995800395256917,0.0,0.0,0.0,1.0,12.428019481065613
1.0,1.0,0.49522770657212983,0.13904982618771727,,1.0,0.0,0.0,0.0,-0.7391304347826086,0.717391304347826,0.0,-0.7222222222222222,0.0,0.6086956521739131,0.0,1.0,0.5,0.5,1.0,0.5,0.6744186046511628,1.1194029850746268,0.5977256696543776,0.0,-0.8797881047244733,0.917034855179185,-0.35135135135135137,0.32432432432432434,0.7058823529411765,1.0,0.0,0.0,0.0,0.0,-1.207633399209486,0.0,0.0,0.0,1.0,12.252483791602627
1.0,1.0,0.18325606763021543,-0.14522981846272692,,1.0,0.0,0.0,0.0,-0.7391304347826086,0.717391304347826,0.0,-0.7222222222222222,0.0,0.016563146997929608,0.0,1.0,0.5,0.5,1.0,0.5,0.6744186046511628,0.7532338308457711,0.38669350445289347,0.0,-0.5964276399219335,0.5557191948944527,-0.35135135135135137,0.32432432432432434,0.35294117647058826,1.0,0.0,0.0,0.0,0.0,-0.7501235177865613,0.0,0.0,0.0,1.0,12.218500103788143
1.0,0.0,0.7810199072811562,0.15295480880648898,,1.0,0.0,0.0,0.0,-0.7391304347826086,0.7391304347826086,1.0,-0.7222222222222222,0.0,1.1511387163561078,0.0,0.0,0.5,0.5,1.0,0.5,0.6976744186046512,1.137313432835821,0.18979131900837834,0.0,0.23791450439349923,0.9347079037800687,-0.35135135135135137,0.35135135135135137,1.088235294117647,1.0,0.0,0.0,0.0,0.0,0.17971837944664032,0.0,0.0,0.0,1.0,12.409017571151187
0.0,0.0,0.1308971911644396,-0.38933951332560834,,1.0,0.0,0.0,0.0,-0.7391304347826086,0.782608695652174,0.0,-0.7222222222222222,0.0,-0.08281573498964803,0.0,0.0,-0.5,-0.5,1.0,-0.5,0.7441860465116279,0.4388059701492537,-0.11216818346035407,-1.0,0.12119222570984022,0.24545900834560627,-0.35135135135135137,0.40540540540540543,-0.04411764705882353,0.0,0.0,0.0,0.0,0.0,0.23258399209486166,0.0,0.0,0.0,1.0,12.133507329024972
0.5,1.0,-0.13307881101718025,0.9779837775202781,,1.0,0.0,0.0,0.8,-0.43478260869565216,0.43478260869565216,1.0,-0.3333333333333333,-1.0,0.8198757763975155,0.0,1.0,0.25,0.25,1.0,0.0,0.37209302325581395,0.1761194029850746,0.4749141248186444,0.0,0.5985681779344711,-0.013745704467353952,0.02702702702702703,-0.02702702702702703,2.3823529411764706,0.0,0.0,0.0,1.5,1.0,0.4321887351778656,1.396978021978022,0.0,0.0,1.0,12.337105293891872
1.0,1.0,0.7679301881647123,1.6485129393588258,,1.0,0.0,0.0,0.6,-0.5,0.4782608695652174,1.0,-0.4166666666666667,0.0,1.1262939958592133,0.0,1.0,0.25,0.25,1.0,0.5,0.4186046511627907,0.6497512437810945,0.025920255073660758,0.0,0.9756266470000989,0.4732449680903289,-0.05405405405405406,0.02702702702702703,1.0735294117647058,1.0,0.0,0.0,1.5,1.0,0.6863883399209486,1.6524725274725274,0.0,0.0,1.0,12.577639650232573
1.0,1.0,1.0144532315244068,0.2657396678254152,,1.0,0.0,0.0,0.4,-0.7391304347826086,0.717391304347826,1.0,-0.7222222222222222,0.0,1.5942028985507246,0.0,1.0,0.5,0.5,1.0,0.5,0.6744186046511628,1.2567164179104477,0.2820031998898964,0.0,0.9190912606689632,1.0780559646539027,-0.35135135135135137,0.32432432432432434,0.5147058823529411,1.0,0.0,0.0,1.0,0.0,0.9937005928853755,0.0,0.0,0.0,1.0,12.449022745701502
0.0,0.0,0.6064903190619034,0.1421398223252221,,0.0,0.0,0.0,1.0,-0.15217391304347827,0.15217391304347827,0.0,0.027777777777777776,1.0,-0.11594202898550725,-1.0,1.0,0.25,0.25,0.0,0.0,0.06976744186046512,-0.5482587064676617,0.25525716677849086,0.0,-1.4660976553014293,-0.7285223367697594,0.3783783783783784,-0.3783783783783784,-0.36764705882352944,0.0,-1.0,0.0,0.0,0.0,-1.8598073122529644,1.1538461538461537,0.0,1.0,0.0,11.92504173829169
-0.5,-1.0,-0.3097900190891737,-1.0011587485515643,,0.0,-1.0,0.0,-0.4,0.2608695652173913,-0.21739130434782608,0.0,0.5555555555555556,-1.0,0.14906832298136646,-1.0,-1.0,-0.5,-0.5,0.0,-1.0,-0.32558139534883723,-0.3492537313432836,0.4849610909445412,-1.0,-0.43448424725912227,-0.5321551300932744,0.8918918918918919,-0.8378378378378378,-0.36764705882352944,0.0,-1.0,-1.0,-0.5,0.0,-0.24864130434782608,0.0,0.0,1.0,0.0,11.608244735642321
0.0,0.0,0.0872647941096264,-0.7817690227887215,,0.0,0.0,0.0,0.0,-0.08695652173913043,0.06521739130434782,0.0,0.1111111111111111,0.0,-0.16563146997929606,-1.0,0.0,0.25,0.25,0.0,-0.5,0.0,0.17213930348258707,-0.1447405393936266,0.0,-1.065367354097152,-0.2533136966126657,0.4594594594594595,-0.4864864864864865,2.6470588235294117,1.0,-1.0,0.0,-0.5,0.0,-1.124135375494071,0.0,0.0,1.0,0.0,11.759793355371237
-0.5,0.0,-0.5061358058358331,-0.5438393202008498,,0.0,-1.0,0.0,-0.2,-0.021739130434782608,0.06521739130434782,-1.0,0.19444444444444445,-1.0,-0.5962732919254659,-1.0,0.0,-0.5,-0.5,0.0,-2.0,-0.023255813953488372,-0.9064676616915422,-0.46422488688561253,-1.0,-1.5134593072931193,-1.0819833087874324,0.5405405405405406,-0.4864864864864865,-0.36764705882352944,0.0,-1.0,0.0,-1.0,0.0,-1.7012104743083003,0.7912087912087912,0.0,1.0,0.0,11.350418300109132
-1.0,0.0,-0.872647941096264,-1.2885283893395134,,0.0,-1.0,0.0,-0.4,0.043478260869565216,-0.06521739130434782,-2.0,0.2777777777777778,-2.0,-1.9875776397515528,-1.0,0.0,-0.5,-0.5,0.0,-1.0,-46.0,-0.7194029850746269,0.11070013361547426,-1.0,-1.8192144765125424,-0.8973981345115366,0.6216216216216216,-0.6486486486486487,-0.36764705882352944,0.0,-0.5,-1.0,-1.5,0.0,-1.86326581027668,0.0,0.0,1.0,0.0,11.344518647594766
-1.0,0.0,-0.872647941096264,-1.2885283893395134,,0.0,-1.0,0.0,-0.4,0.06521739130434782,-0.021739130434782608,-2.0,0.3055555555555556,-2.0,-1.9875776397515528,-1.0,0.0,-0.5,-0.5,0.0,-1.0,-46.0,-0.7194029850746269,0.033168751182755085,-1.0,-1.9051058127299059,-0.8973981345115366,0.6486486486486487,-0.5945945945945946,-0.014705882352941176,0.0,0.0,-1.0,-1.5,0.0,-1.9731966403162056,0.0,0.0,1.0,0.0,11.231901180182515
0.0,1.0,0.29015544041450775,0.23638470451911936,,1.0,0.0,0.0,0.4,-0.43478260869565216,0.43478260869565216,0.0,-0.35185185185185186,0.0,0.2194616977225673,0.0,1.0,0.0,0.0,1.0,-0.5,0.37209302325581395,1.2189054726368158,1.3686353444469297,0.0,-0.18100137606015096,1.0407461953853707,0.0,0.0,0.6470588235294118,0.0,0.0,0.0,-0.5,0.0,-0.3622776679841897,0.0,0.0,0.0,0.0,12.170450649220749
0.0,0.0,0.3970548131988001,0.009269988412514484,,0.0,0.0,0.0,0.2,-0.5434782608695652,0.5217391304347826,0.0,-0.4722222222222222,1.0,-0.38095238095238093,-1.0,0.0,-0.5,-0.5,1.0,0.0,0.46511627906976744,-0.39303482587064675,-0.28227845923581113,-1.0,0.864228731776197,-0.5753559155621011,-0.10810810810810811,0.08108108108108109,0.7352941176470589,0.0,-0.5,0.0,0.0,1.0,1.0846096837944663,0.9285714285714286,0.0,0.0,1.0,12.083910661257521
0.0,1.0,0.8944641396236706,0.01853997682502897,,1.0,0.0,0.0,1.0,-0.6739130434782609,0.6956521739130435,0.0,-0.6388888888888888,1.0,0.2484472049689441,0.0,1.0,-0.5,-0.5,1.0,-0.5,0.6511627906976745,-0.5044776119402985,-0.31645649468692116,-1.0,-0.169848993137687,-0.6853215513009328,-0.2702702702702703,0.2972972972972973,0.14705882352941177,0.0,0.0,0.0,0.5,1.0,-0.20886857707509882,1.0137362637362637,0.0,0.0,1.0,12.063938642041201
0.5,0.0,0.27924734115080446,0.3089996137504828,,0.0,0.0,0.0,0.6,-0.10869565217391304,0.06521739130434782,0.0,0.08333333333333333,0.0,0.19875776397515527,-1.0,0.0,0.25,0.25,1.0,0.0,-0.023255813953488372,-0.3174129353233831,-0.23319054254764005,0.0,0.20524881505931442,-0.5007363770250368,0.43243243243243246,-0.4864864864864865,0.04411764705882353,1.0,-1.0,0.0,1.0,1.0,0.16341403162055335,1.1428571428571428,0.0,0.0,0.0,12.000897933306716
-0.5,0.0,-0.5977638396509408,-0.30281962147547314,,1.0,-1.0,0.0,-0.2,-0.06521739130434782,0.08695652173913043,-1.0,-0.08333333333333333,-1.0,-0.9440993788819876,0.0,0.0,-0.5,-0.5,0.0,0.0,0.023255813953488372,0.5502487562189055,0.4535815255102333,-1.0,-0.0818351066221772,0.3554246440844379,0.16216216216216217,-0.13513513513513514,-0.36764705882352944,0.0,-1.0,-1.0,-0.5,0.0,-0.04755434782608696,0.0,1.0,1.0,0.0,11.874097282798648
0.5,1.0,0.0872647941096264,0.242564696794129,,1.0,0.0,0.0,0.4,-0.2826086956521739,0.2391304347826087,0.0,-0.39814814814814814,0.0,-0.16563146997929606,0.0,1.0,-0.5,-0.5,0.0,1.0,0.16279069767441862,0.43084577114427863,0.07097103468841229,-1.0,1.005288388030975,1.04860088365243,-0.16216216216216217,0.10810810810810811,0.29411764705882354,1.0,0.0,0.0,1.0,0.0,1.1527915019762847,0.0,0.0,1.0,0.0,12.218500103788143
0.0,0.0,0.5377692937005727,0.2997296253379683,,0.0,0.0,0.0,1.0,-0.4782608695652174,0.4782608695652174,0.0,-0.4074074074074074,1.0,-0.2028985507246377,-1.0,0.0,0.25,0.25,1.0,-0.5,0.4186046511627907,-0.43482587064676614,-0.2513576593780286,0.0,-0.22595267432343707,-0.616593028964163,-0.05405405405405406,0.05405405405405406,0.8676470588235294,0.0,-0.5,0.0,1.0,1.0,-0.3652420948616601,1.2156593406593406,0.0,0.0,0.0,12.144202560946876
0.5,1.0,0.6064903190619034,0.746234067207416,,1.0,0.0,0.0,0.6,-0.6304347826086957,0.6739130434782609,0.0,-0.6018518518518519,0.0,0.8198757763975155,0.0,1.0,0.5,0.5,1.0,0.0,0.627906976744186,-0.0009950248756218905,-0.057345697065620684,0.0,0.7957315153749991,-0.18851251840942562,-0.24324324324324326,0.2972972972972973,1.6323529411764706,1.0,0.0,0.0,1.0,1.0,0.7592638339920948,1.3131868131868132,0.0,0.0,1.0,12.448630513463613
0.5,1.0,-0.4799563676029452,0.9161838547701815,,1.0,-1.0,0.0,-0.2,0.7608695652173914,-0.8043478260869565,-1.0,0.25,1.0,-1.2422360248447204,0.0,1.0,0.5,0.5,0.0,1.0,-0.9534883720930233,0.050746268656716415,-0.18680934276096586,0.0,0.6234092115085398,-0.13156602847324497,0.13513513513513514,-0.1891891891891892,-0.36764705882352944,0.0,-0.5,0.0,0.0,0.0,0.49938241106719367,1.4244505494505495,0.0,1.0,0.0,12.429220196836383
0.5,0.0,-0.39378238341968913,-0.1560448049439938,,0.0,-1.0,0.0,-0.4,0.41304347826086957,-0.41304347826086957,0.0,-0.19444444444444445,-1.0,-0.16977225672877846,-1.0,0.0,1.0,0.25,0.0,1.0,-0.5348837209302325,0.7830845771144279,1.4982824963728851,1.0,5.8624029787655045,0.5419734904270986,-0.2972972972972973,0.2972972972972973,-0.36764705882352944,0.0,0.0,0.0,-0.5,0.0,7.318552371541502,0.0,0.0,1.0,0.0,12.394628892852941
0.5,1.0,-0.3490591764385056,-0.5592893008883739,,1.0,0.0,0.0,0.6,-0.6956521739130435,0.6739130434782609,0.0,-0.6666666666666666,-1.0,0.0,0.0,1.0,-0.5,-0.5,1.0,0.0,0.627906976744186,-0.8766169154228856,-0.418256576117811,-1.0,-1.0183474686788927,-1.0525282277859598,-0.2972972972972973,0.2702702702702703,0.5147058823529411,1.0,0.0,-1.0,-1.0,0.0,-1.0804100790513833,0.7568681318681318,1.0,0.0,0.0,11.910365121788654
0.5,0.0,0.436323970548132,-0.05252993433758208,,0.0,0.0,0.0,0.6,-0.5434782608695652,0.5869565217391305,0.0,-0.4722222222222222,1.0,-0.33126293995859213,-1.0,0.0,0.25,0.25,1.0,0.0,0.5348837209302325,-1.208955223880597,-0.5491882716580362,0.0,-0.38829179670285197,-0.6146293568973982,-0.10810810810810811,0.16216216216216217,-0.36764705882352944,0.0,0.0,-1.0,0.5,0.0,-0.4270009881422925,0.9010989010989011,0.0,0.0,1.0,12.100717685412471
0.5,1.0,0.8977365694027816,0.8760139049826188,,1.0,0.0,0.0,0.6,-0.5434782608695652,0.5434782608695652,0.0,-0.49074074074074076,1.0,0.2525879917184265,0.0,1.0,0.25,0.25,1.0,0.0,0.4883720930232558,0.32139303482587067,0.06597048990429012,0.0,0.6105120202901418,0.12960235640648013,-0.13513513513513514,0.13513513513513514,0.8676470588235294,0.0,0.0,0.0,1.0,1.0,0.47566699604743085,1.206043956043956,0.0,0.0,1.0,12.312686874960354
0.0,0.0,-0.19852740659940005,-0.25028968713789107,,1.0,0.0,0.0,0.2,0.17391304347826086,-0.1956521739130435,-1.0,-0.05555555555555555,0.0,-0.7080745341614907,0.0,0.0,-0.5,-0.5,0.0,0.5,-0.3023255813953488,0.6179104477611941,0.6684673215545274,-1.0,-0.05059044672488692,0.4221894943544428,0.05405405405405406,-0.08108108108108109,-0.36764705882352944,0.0,0.0,0.0,0.5,0.0,-0.031744071146245056,0.0,0.0,1.0,0.0,11.970356641102999
-0.5,0.0,-0.5366784837742024,-0.8126689841637698,,0.0,-1.0,0.0,-0.4,-0.043478260869565216,0.043478260869565216,-1.0,0.07407407407407407,-1.0,-0.7122153209109731,-1.0,0.0,-0.5,-0.5,0.0,-0.5,0.0,-0.10646766169154229,0.14469466283597415,-1.0,-0.24081052641046172,-0.2925871379479627,0.3783783783783784,-0.3783783783783784,-0.36764705882352944,0.0,-1.0,-1.0,-0.5,0.0,-0.06879940711462451,0.0,1.0,1.0,1.0,11.777218637129327
1.0,1.0,1.3624215980365422,1.5264580919273851,,1.0,0.0,0.0,0.6,-0.5652173913043478,0.5434782608695652,0.0,-0.5185185185185185,1.0,0.8405797101449275,0.0,1.0,0.25,0.25,1.0,0.5,0.4883720930232558,0.07263681592039802,0.05340031310750602,0.0,1.7093095415830994,0.24153166421207659,-0.16216216216216217,0.13513513513513514,0.36764705882352944,0.0,0.0,-1.0,1.5,1.0,1.6668725296442688,1.706043956043956,0.0,0.0,1.0,12.495007682693725
0.0,0.0,0.6392146168530134,-0.3630745461568173,,0.0,-1.0,0.0,-0.2,-0.13043478260869565,0.15217391304347827,0.0,0.05555555555555555,1.0,-0.07453416149068323,-1.0,0.0,0.25,0.25,0.0,0.0,0.06976744186046512,-0.8567164179104477,-0.41371479691021373,0.0,-1.7235198359520452,-1.0328915071183113,0.40540540540540543,-0.3783783783783784,-0.36764705882352944,0.0,-1.0,0.0,-0.5,0.0,-2.020380434782609,0.9175824175824175,0.0,1.0,0.0,11.728044909070785
1.0,1.0,-0.3926915734933188,1.951332560834299,,1.0,0.0,0.0,0.6,0.8695652173913043,-0.8913043478260869,0.0,0.18518518518518517,-1.0,-0.16563146997929606,0.0,1.0,1.0,0.25,0.0,2.0,-1.0465116279069768,-0.27562189054726366,-0.04743636061268147,1.0,0.6688461780603847,0.9072164948453608,-0.02702702702702703,0.0,0.7205882352941176,0.0,-1.0,-1.0,2.0,0.0,0.2696393280632411,1.6181318681318682,1.0,1.0,0.0,12.660331092405906
-0.5,1.0,-0.24434142350695393,-0.8497489378138278,,0.0,-1.0,0.0,-0.8,-0.5434782608695652,0.5,0.0,-0.4722222222222222,-1.0,0.39751552795031053,-1.0,1.0,-0.5,-0.5,1.0,-1.0,0.4883720930232558,-0.2417910447761194,-0.06170397004260786,-1.0,-0.32216895860127526,-0.3397152675503191,-0.10810810810810811,0.05405405405405406,-0.36764705882352944,0.0,0.0,-1.0,-0.5,0.0,-0.15625,0.0,1.0,0.0,1.0,11.904974309480181
0.0,1.0,0.28361058085628577,-0.4094244882193897,,1.0,0.0,0.0,0.0,-0.43478260869565216,0.43478260869565216,0.0,-0.3333333333333333,0.0,0.2070393374741201,0.0,1.0,-0.5,-0.5,1.0,-0.5,0.37209302325581395,0.4129353233830846,0.2277312321869929,-1.0,-0.38442443810877175,0.21993127147766323,0.02702702702702703,-0.02702702702702703,0.5588235294117647,0.0,0.0,0.0,-0.5,0.0,-0.3919219367588933,0.0,0.0,0.0,0.0,11.944064817531656
0.5,1.0,0.9402781565312245,1.2236384704519119,,1.0,0.0,0.0,0.6,-0.5652173913043478,0.5869565217391305,0.0,-0.5,1.0,0.3064182194616977,0.0,1.0,0.25,0.25,1.0,0.0,0.5348837209302325,-0.07860696517412935,0.012432547123826732,0.0,0.16103501308606227,-0.21011291114383898,-0.13513513513513514,0.16216216216216217,0.4264705882352941,0.0,0.0,-1.0,1.0,1.0,-0.16884881422924902,1.7527472527472527,0.0,0.0,1.0,12.371591321286905
-0.5,0.0,-0.3446959367330243,-0.8682889146388567,,0.0,-1.0,0.0,-0.4,-0.2608695652173913,0.21739130434782608,0.0,-0.1111111111111111,-1.0,0.016563146997929608,-1.0,0.0,-0.5,-0.5,0.0,-1.0,0.13953488372093023,-0.2537313432835821,0.15570503667257354,-1.0,-0.3179058702905917,-0.3632793323514973,0.24324324324324326,-0.2972972972972973,-0.36764705882352944,0.0,-1.0,0.0,-0.5,0.0,-0.14661561264822134,0.0,0.0,1.0,0.0,11.782960235741939
0.0,2.0,0.5017725661303518,0.009269988412514484,,0.0,0.0,0.0,0.6,-0.41304347826086957,0.43478260869565216,0.0,-0.3055555555555556,1.0,-0.2484472049689441,-1.0,3.0,0.25,0.25,1.0,1.0,0.37209302325581395,-0.6199004975124378,-0.09528561024423525,0.0,0.04852185956991376,-0.7992145311732941,0.05405405405405406,-0.02702702702702703,0.5588235294117647,0.0,-0.5,-1.0,0.0,1.0,0.07077569169960474,1.085164835164835,0.0,0.0,1.0,12.128116509451258
0.0,0.0,-0.3926915734933188,-0.012359984550019312,,0.0,0.0,0.0,0.6,-0.06521739130434782,0.10869565217391304,0.0,0.1388888888888889,-1.0,-0.16563146997929606,-1.0,0.0,0.25,0.25,0.0,-0.5,0.023255813953488372,-0.2716417910447761,-0.1288213738882102,0.0,-1.429420705658036,-0.45557191948944525,0.4864864864864865,-0.43243243243243246,-0.36764705882352944,1.0,-1.5,0.0,0.5,0.0,-1.7782855731225296,0.8255494505494505,0.0,1.0,0.0,11.891368749982085
0.0,0.0,-0.5846741205344969,0.9177288528389339,,0.0,-1.0,0.0,-0.2,1.2173913043478262,-1.2173913043478262,0.0,1.1666666666666667,-1.0,-0.34782608695652173,-1.0,0.0,0.5,0.5,0.0,-0.5,-0.627906976744186,-0.5104477611940299,-0.37095784517808705,0.0,0.23028771349168525,0.09229258713794797,1.1891891891891893,-1.1891891891891893,-0.36764705882352944,0.0,-1.5,-1.0,1.0,0.0,0.030014822134387352,1.2692307692307692,1.0,0.0,0.0,11.771443882099637
0.0,1.0,0.2639760021816199,-0.4078794901506373,,1.0,0.0,0.0,0.4,-0.5,0.4782608695652174,0.0,-0.4166666666666667,0.0,0.16977225672877846,0.0,2.0,-0.5,-0.5,1.0,-0.5,0.4186046511627907,0.41492537313432837,1.0017146363422622,-1.0,0.27941216149369996,0.22189494354442807,-0.05405405405405406,0.02702702702702703,0.014705882352941176,0.0,0.0,0.0,0.0,0.0,0.4373764822134387,0.0,0.0,0.0,1.0,12.086731521684555
0.0,0.0,-0.3490591764385056,-0.567014291232136,,0.0,0.0,0.0,0.0,-0.1956521739130435,0.2391304347826087,0.0,-0.046296296296296294,-1.0,0.0,-1.0,0.0,-0.5,-0.5,1.0,-0.5,0.20930232558139536,0.09651741293532339,0.139694118051852,-1.0,-0.08239272576830015,0.019636720667648502,0.2972972972972973,-0.24324324324324326,-0.36764705882352944,0.0,-1.0,0.0,0.0,0.0,0.04780138339920949,0.0,0.0,0.0,0.0,11.931642378754141
0.0,1.0,0.31415325879465505,0.3646195442255697,,1.0,0.0,0.0,0.4,-0.6956521739130435,0.6521739130434783,0.0,-0.6666666666666666,0.0,0.2650103519668737,0.0,1.0,-0.5,-0.5,1.0,-0.5,0.6046511627906976,1.3741293532338308,0.7019572086408499,-1.0,0.079496703751338,1.2037309769268532,-0.2972972972972973,0.24324324324324326,-0.029411764705882353,0.0,0.0,0.0,0.5,0.0,-0.08485671936758893,0.0,0.0,0.0,1.0,12.206077645517674
0.5,1.0,0.6304881374420507,0.7833140208574739,,1.0,0.0,0.0,0.6,-0.6739130434782609,0.6956521739130435,0.0,-0.6388888888888888,0.0,0.865424430641822,0.0,1.0,0.5,0.5,1.0,0.0,0.6511627906976745,0.2417910447761194,0.20731616403163194,0.0,0.24250137156322232,0.051055473735886106,-0.2702702702702703,0.2972972972972973,0.3382352941176471,1.0,0.0,0.0,1.0,1.0,0.04854249011857707,1.1785714285714286,0.0,0.0,1.0,12.441148720271016
0.5,1.0,0.38396509408235613,-0.5083043646195442,,1.0,-1.0,0.0,-0.4,0.8260869565217391,-0.8043478260869565,0.0,-0.037037037037037035,0.0,0.39751552795031053,0.0,2.0,-0.5,-0.5,1.0,2.0,-0.13953488372093023,-0.8587064676616916,-0.005826322821866978,-1.0,-0.5860487287182854,-1.0054000981836033,-0.32432432432432434,0.35135135135135137,-0.36764705882352944,0.0,0.0,-1.0,0.0,0.0,-0.5628705533596838,0.7692307692307693,1.0,0.0,0.0,11.951186847493476
1.0,1.0,0.8519225524952277,-0.06952491309385864,,1.0,0.0,0.0,1.0,-0.6086956521739131,0.6304347826086957,0.0,-0.5555555555555556,1.0,0.19461697722567287,0.0,1.0,0.25,0.25,1.0,0.5,0.5813953488372093,-1.1611940298507464,-0.39123528366049043,0.0,-0.38931709642314316,-0.6048109965635738,-0.1891891891891892,0.21621621621621623,-0.36764705882352944,0.0,0.0,-1.0,0.5,0.0,-0.4270009881422925,0.8791208791208791,0.0,0.0,1.0,12.123239799036943
0.0,0.0,0.0872647941096264,-0.6102742371572035,,0.0,0.0,0.0,0.0,-0.043478260869565216,0.08695652173913043,0.0,0.16666666666666666,0.0,-0.16563146997929606,-1.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.15422885572139303,0.11166354132617665,0.0,-1.2009227697482623,-0.035346097201767304,0.5135135135135135,-0.4594594594594595,0.4411764705882353,1.0,-1.0,0.0,-1.0,0.0,-1.3427618577075098,0.0,0.0,1.0,0.0,11.755879486687116
0.5,1.0,0.35778565584946825,0.5067593665507918,,1.0,0.0,0.0,0.6,-0.6086956521739131,0.6086956521739131,0.0,-0.5555555555555556,0.0,0.34782608695652173,0.0,1.0,0.25,0.25,1.0,0.0,0.5581395348837209,-0.056716417910447764,0.10317637816046478,0.0,0.7164416703391586,-0.24349533627884143,-0.1891891891891892,0.1891891891891892,1.0441176470588236,0.0,0.0,0.0,0.5,1.0,0.7303606719367589,1.1387362637362637,0.0,0.0,1.0,12.352339472153524
1.0,1.0,0.27924734115080446,0.05870992661259174,,1.0,-1.0,0.0,0.2,-0.21739130434782608,0.2608695652173913,0.0,-0.05555555555555555,0.0,0.19875776397515527,0.0,1.0,-0.5,-0.5,1.0,0.5,0.18604651162790697,0.9880597014925373,1.546361128792701,-1.0,-0.4644158040058642,0.8149239077074129,0.2972972972972973,-0.24324324324324326,0.4264705882352941,1.0,-1.0,0.0,-1.0,0.0,-0.6567440711462451,0.0,0.0,0.0,0.0,12.264346270624157
1.0,1.0,0.7701118080174529,0.31517960602549244,,1.0,0.0,0.0,0.4,-0.6086956521739131,0.6521739130434783,0.0,-0.5555555555555556,1.0,0.09109730848861283,0.0,1.0,0.25,0.25,1.0,0.5,0.6046511627906976,1.3243781094527363,1.8435035927079215,0.0,0.3630730211265708,1.140893470790378,-0.1891891891891892,0.24324324324324326,3.485294117647059,0.0,0.0,0.0,1.0,0.0,0.2856966403162055,0.0,0.0,0.0,1.0,12.354496960983985
